go_term,description,mouse_symbol,human_symbol,avg_pvalue,avg_pvalue_adj,avg_qvalue
GO:0008608,attachment of spindle microtubules to kinetochore,Brca2,CENPE,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Brca2,SIRT2,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Sirt2,MAD1L1,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Sirt2,CENPE,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Sirt2,SIRT2,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Mad1l1,MAD1L1,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Mad1l1,CENPE,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Mad1l1,SIRT2,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Cenpe,MAD1L1,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Cenpe,CENPE,0.312449414694118,0.412425710714619,0.258953461388876
GO:0008608,attachment of spindle microtubules to kinetochore,Cenpe,SIRT2,0.312449414694118,0.412425710714619,0.258953461388876
GO:0009048,dosage compensation by inactivation of X chromosome,Kansl1,KAT8,0.651002098630588,0.697708030266851,0.411396908105974
GO:0009048,dosage compensation by inactivation of X chromosome,Kat8,KAT8,0.651002098630588,0.697708030266851,0.411396908105974
GO:0009065,glutamine family amino acid catabolic process,Aldh4a1,DDAH1,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Aldh4a1,NOS3,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Aldh4a1,ARG2,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Aldh4a1,ALDH4A1,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Nos3,DDAH1,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Nos3,NOS3,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Nos3,ARG2,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Nos3,ALDH4A1,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Ddah1,DDAH1,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Ddah1,NOS3,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Ddah1,ARG2,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Ddah1,ALDH4A1,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Arg2,DDAH1,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Arg2,NOS3,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Arg2,ARG2,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009065,glutamine family amino acid catabolic process,Arg2,ALDH4A1,0.0541460502483327,0.12368755112989,0.0784015830822341
GO:0009066,aspartate family amino acid metabolic process,Nit2,MTHFD1,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Nit2,PIPOX,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Nit2,MTHFR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Nit2,MTR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Nit2,NIT2,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mtr,MTHFD1,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mtr,PIPOX,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mtr,MTHFR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mtr,MTR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mtr,NIT2,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfr,MTHFD1,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfr,PIPOX,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfr,MTHFR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfr,MTR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfr,NIT2,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Pipox,MTHFD1,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Pipox,PIPOX,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Pipox,MTHFR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Pipox,MTR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Pipox,NIT2,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfd1,MTHFD1,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfd1,PIPOX,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfd1,MTHFR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfd1,MTR,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009066,aspartate family amino acid metabolic process,Mthfd1,NIT2,0.104517205192015,0.192589716567056,0.124087924018973
GO:0009067,aspartate family amino acid biosynthetic process,Mthfd1,MTR,0.100409846612147,0.192262792516461,0.11837010323336
GO:0009067,aspartate family amino acid biosynthetic process,Mthfd1,MTHFR,0.100409846612147,0.192262792516461,0.11837010323336
GO:0009067,aspartate family amino acid biosynthetic process,Mthfd1,MTHFD1,0.100409846612147,0.192262792516461,0.11837010323336
GO:0009067,aspartate family amino acid biosynthetic process,Mthfr,MTR,0.100409846612147,0.192262792516461,0.11837010323336
GO:0009067,aspartate family amino acid biosynthetic process,Mthfr,MTHFR,0.100409846612147,0.192262792516461,0.11837010323336
GO:0009067,aspartate family amino acid biosynthetic process,Mthfr,MTHFD1,0.100409846612147,0.192262792516461,0.11837010323336
GO:0009067,aspartate family amino acid biosynthetic process,Mtr,MTR,0.100409846612147,0.192262792516461,0.11837010323336
GO:0009067,aspartate family amino acid biosynthetic process,Mtr,MTHFR,0.100409846612147,0.192262792516461,0.11837010323336
GO:0009067,aspartate family amino acid biosynthetic process,Mtr,MTHFD1,0.100409846612147,0.192262792516461,0.11837010323336
GO:0009068,aspartate family amino acid catabolic process,Pipox,PIPOX,0.555590802627652,0.624014802862622,0.366273854417004
GO:0009069,serine family amino acid metabolic process,Srr,SRR,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Srr,TST,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Srr,MTHFD1,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Srr,PSPH,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Tst,SRR,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Tst,TST,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Tst,MTHFD1,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Tst,PSPH,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Psph,SRR,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Psph,TST,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Psph,MTHFD1,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Psph,PSPH,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Mthfd1,SRR,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Mthfd1,TST,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Mthfd1,MTHFD1,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009069,serine family amino acid metabolic process,Mthfd1,PSPH,0.173185576061494,0.277010788706794,0.170978404949202
GO:0009070,serine family amino acid biosynthetic process,Srr,PSPH,0.0958031584715642,0.182166376377901,0.115607602688
GO:0009070,serine family amino acid biosynthetic process,Srr,MTHFD1,0.0958031584715642,0.182166376377901,0.115607602688
GO:0009070,serine family amino acid biosynthetic process,Srr,SRR,0.0958031584715642,0.182166376377901,0.115607602688
GO:0009070,serine family amino acid biosynthetic process,Psph,PSPH,0.0958031584715642,0.182166376377901,0.115607602688
GO:0009070,serine family amino acid biosynthetic process,Psph,MTHFD1,0.0958031584715642,0.182166376377901,0.115607602688
GO:0009070,serine family amino acid biosynthetic process,Psph,SRR,0.0958031584715642,0.182166376377901,0.115607602688
GO:0009070,serine family amino acid biosynthetic process,Mthfd1,PSPH,0.0958031584715642,0.182166376377901,0.115607602688
GO:0009070,serine family amino acid biosynthetic process,Mthfd1,MTHFD1,0.0958031584715642,0.182166376377901,0.115607602688
GO:0009070,serine family amino acid biosynthetic process,Mthfd1,SRR,0.0958031584715642,0.182166376377901,0.115607602688
GO:0009072,aromatic amino acid family metabolic process,Il4i1,TPH1,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Il4i1,IL4I1,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Il4i1,PARK7,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Cyp2d22,TPH1,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Cyp2d22,IL4I1,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Cyp2d22,PARK7,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Tph1,TPH1,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Tph1,IL4I1,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Tph1,PARK7,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Park7,TPH1,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Park7,IL4I1,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009072,aromatic amino acid family metabolic process,Park7,PARK7,0.171102458797556,0.269075489790055,0.171402146619386
GO:0009074,aromatic amino acid family catabolic process,Il4i1,IL4I1,0.582134238219764,0.64972913165794,0.374969756734494
GO:0009081,branched-chain amino acid metabolic process,Dbt,DBT,0.265019974915843,0.381402027811949,0.216504221445636
GO:0009081,branched-chain amino acid metabolic process,Dbt,MCCC1,0.265019974915843,0.381402027811949,0.216504221445636
GO:0009081,branched-chain amino acid metabolic process,Dbt,BCKDK,0.265019974915843,0.381402027811949,0.216504221445636
GO:0009081,branched-chain amino acid metabolic process,Bckdk,DBT,0.265019974915843,0.381402027811949,0.216504221445636
GO:0009081,branched-chain amino acid metabolic process,Bckdk,MCCC1,0.265019974915843,0.381402027811949,0.216504221445636
GO:0009081,branched-chain amino acid metabolic process,Bckdk,BCKDK,0.265019974915843,0.381402027811949,0.216504221445636
GO:0009083,branched-chain amino acid catabolic process,Dbt,DBT,0.182591689475842,0.288705558445484,0.16231913485137
GO:0009083,branched-chain amino acid catabolic process,Dbt,MCCC1,0.182591689475842,0.288705558445484,0.16231913485137
GO:0009083,branched-chain amino acid catabolic process,Dbt,BCKDK,0.182591689475842,0.288705558445484,0.16231913485137
GO:0009083,branched-chain amino acid catabolic process,Bckdk,DBT,0.182591689475842,0.288705558445484,0.16231913485137
GO:0009083,branched-chain amino acid catabolic process,Bckdk,MCCC1,0.182591689475842,0.288705558445484,0.16231913485137
GO:0009083,branched-chain amino acid catabolic process,Bckdk,BCKDK,0.182591689475842,0.288705558445484,0.16231913485137
GO:0009084,glutamine family amino acid biosynthetic process,Otc,OTC,0.558021625288495,0.628055441550301,0.366693420927373
GO:0009086,methionine biosynthetic process,Mthfr,MTHFR,0.0251917019919395,0.0698883574428914,0.0434873031512415
GO:0009086,methionine biosynthetic process,Mthfr,MTHFD1,0.0251917019919395,0.0698883574428914,0.0434873031512415
GO:0009086,methionine biosynthetic process,Mthfr,MTR,0.0251917019919395,0.0698883574428914,0.0434873031512415
GO:0009086,methionine biosynthetic process,Mtr,MTHFR,0.0251917019919395,0.0698883574428914,0.0434873031512415
GO:0009086,methionine biosynthetic process,Mtr,MTHFD1,0.0251917019919395,0.0698883574428914,0.0434873031512415
GO:0009086,methionine biosynthetic process,Mtr,MTR,0.0251917019919395,0.0698883574428914,0.0434873031512415
GO:0009086,methionine biosynthetic process,Mthfd1,MTHFR,0.0251917019919395,0.0698883574428914,0.0434873031512415
GO:0009086,methionine biosynthetic process,Mthfd1,MTHFD1,0.0251917019919395,0.0698883574428914,0.0434873031512415
GO:0009086,methionine biosynthetic process,Mthfd1,MTR,0.0251917019919395,0.0698883574428914,0.0434873031512415
GO:0009110,vitamin biosynthetic process,Tnf,TNF,0.393220545392607,0.445408195802522,0.287895991922572
GO:0009110,vitamin biosynthetic process,Gsto1,TNF,0.393220545392607,0.445408195802522,0.287895991922572
GO:0009110,vitamin biosynthetic process,Gulo,TNF,0.393220545392607,0.445408195802522,0.287895991922572
GO:0009112,nucleobase metabolic process,Mapk1,TTR,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009112,nucleobase metabolic process,Mapk1,MAPK1,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009112,nucleobase metabolic process,Urah,TTR,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009112,nucleobase metabolic process,Urah,MAPK1,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009112,nucleobase metabolic process,Pnp,TTR,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009112,nucleobase metabolic process,Pnp,MAPK1,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009112,nucleobase metabolic process,Ttr,TTR,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009112,nucleobase metabolic process,Ttr,MAPK1,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009112,nucleobase metabolic process,Tet2,TTR,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009112,nucleobase metabolic process,Tet2,MAPK1,0.331198168215704,0.387600272421741,0.255517463847717
GO:0009116,nucleoside metabolic process,Aicda,PNP,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Aicda,AICDA,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Aicda,OARD1,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Pemt,PNP,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Pemt,AICDA,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Pemt,OARD1,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Pnp2,PNP,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Pnp2,AICDA,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Pnp2,OARD1,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Oard1,PNP,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Oard1,AICDA,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Oard1,OARD1,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Pnp,PNP,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Pnp,AICDA,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Pnp,OARD1,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Urah,PNP,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Urah,AICDA,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009116,nucleoside metabolic process,Urah,OARD1,0.368740332584368,0.421499587969306,0.274577742442049
GO:0009119,ribonucleoside metabolic process,Pemt,AICDA,0.368381642659846,0.430124001299624,0.276738664888707
GO:0009119,ribonucleoside metabolic process,Pemt,PNP,0.368381642659846,0.430124001299624,0.276738664888707
GO:0009119,ribonucleoside metabolic process,Pnp,AICDA,0.368381642659846,0.430124001299624,0.276738664888707
GO:0009119,ribonucleoside metabolic process,Pnp,PNP,0.368381642659846,0.430124001299624,0.276738664888707
GO:0009119,ribonucleoside metabolic process,Urah,AICDA,0.368381642659846,0.430124001299624,0.276738664888707
GO:0009119,ribonucleoside metabolic process,Urah,PNP,0.368381642659846,0.430124001299624,0.276738664888707
GO:0009119,ribonucleoside metabolic process,Aicda,AICDA,0.368381642659846,0.430124001299624,0.276738664888707
GO:0009119,ribonucleoside metabolic process,Aicda,PNP,0.368381642659846,0.430124001299624,0.276738664888707
GO:0009120,deoxyribonucleoside metabolic process,Pnp,PNP,0.31932013386038,0.421637886134673,0.262899302448771
GO:0009120,deoxyribonucleoside metabolic process,Urah,PNP,0.31932013386038,0.421637886134673,0.262899302448771
GO:0009123,nucleoside monophosphate metabolic process,Pnp,DLG2,0.880958141622242,0.888336773253771,0.508220630580905
GO:0009123,nucleoside monophosphate metabolic process,Pnp,PNP,0.880958141622242,0.888336773253771,0.508220630580905
GO:0009123,nucleoside monophosphate metabolic process,Urah,DLG2,0.880958141622242,0.888336773253771,0.508220630580905
GO:0009123,nucleoside monophosphate metabolic process,Urah,PNP,0.880958141622242,0.888336773253771,0.508220630580905
GO:0009125,nucleoside monophosphate catabolic process,Pnp,PNP,0.497983189539737,0.57382436056779,0.343402036981149
GO:0009125,nucleoside monophosphate catabolic process,Urah,PNP,0.497983189539737,0.57382436056779,0.343402036981149
GO:0009126,purine nucleoside monophosphate metabolic process,Pnp,DLG2,0.668326389446465,0.712840559939484,0.413424161483195
GO:0009126,purine nucleoside monophosphate metabolic process,Pnp,PNP,0.668326389446465,0.712840559939484,0.413424161483195
GO:0009126,purine nucleoside monophosphate metabolic process,Urah,DLG2,0.668326389446465,0.712840559939484,0.413424161483195
GO:0009126,purine nucleoside monophosphate metabolic process,Urah,PNP,0.668326389446465,0.712840559939484,0.413424161483195
GO:0009128,purine nucleoside monophosphate catabolic process,Urah,PNP,0.318204162650347,0.428391614271503,0.263711920859716
GO:0009128,purine nucleoside monophosphate catabolic process,Pnp,PNP,0.318204162650347,0.428391614271503,0.263711920859716
GO:0009147,pyrimidine nucleoside triphosphate metabolic process,Nme9,NME9,0.709322924218066,0.744356484360251,0.42969149340219
GO:0009148,pyrimidine nucleoside triphosphate biosynthetic process,Nme9,NME9,0.613421753337254,0.671267489569898,0.389393519593837
GO:0009151,purine deoxyribonucleotide metabolic process,Pnp,PNP,0.375401957365719,0.440328446479863,0.281146106285064
GO:0009151,purine deoxyribonucleotide metabolic process,Urah,PNP,0.375401957365719,0.440328446479863,0.281146106285064
GO:0009151,purine deoxyribonucleotide metabolic process,Oga,PNP,0.375401957365719,0.440328446479863,0.281146106285064
GO:0009155,purine deoxyribonucleotide catabolic process,Urah,PNP,0.310432965897836,0.419493772677263,0.25965716861583
GO:0009155,purine deoxyribonucleotide catabolic process,Pnp,PNP,0.310432965897836,0.419493772677263,0.25965716861583
GO:0009158,ribonucleoside monophosphate catabolic process,Urah,PNP,0.426999105957662,0.517931058206508,0.311897770160319
GO:0009158,ribonucleoside monophosphate catabolic process,Pnp,PNP,0.426999105957662,0.517931058206508,0.311897770160319
GO:0009159,deoxyribonucleoside monophosphate catabolic process,Urah,PNP,0.410430563225518,0.499571061487605,0.303531107627024
GO:0009159,deoxyribonucleoside monophosphate catabolic process,Pnp,PNP,0.410430563225518,0.499571061487605,0.303531107627024
GO:0009161,ribonucleoside monophosphate metabolic process,Urah,PNP,0.795528003232192,0.816045651072241,0.4699390259073
GO:0009161,ribonucleoside monophosphate metabolic process,Urah,DLG2,0.795528003232192,0.816045651072241,0.4699390259073
GO:0009161,ribonucleoside monophosphate metabolic process,Pnp,PNP,0.795528003232192,0.816045651072241,0.4699390259073
GO:0009161,ribonucleoside monophosphate metabolic process,Pnp,DLG2,0.795528003232192,0.816045651072241,0.4699390259073
GO:0009162,deoxyribonucleoside monophosphate metabolic process,Urah,PNP,0.603096991109504,0.659019674412771,0.390803453200999
GO:0009162,deoxyribonucleoside monophosphate metabolic process,Pnp,PNP,0.603096991109504,0.659019674412771,0.390803453200999
GO:0009163,nucleoside biosynthetic process,Pnp,PNP,0.508745954503481,0.594025443184897,0.348118022352065
GO:0009164,nucleoside catabolic process,Urah,AICDA,0.256160344480763,0.344624373107521,0.227355952253826
GO:0009164,nucleoside catabolic process,Urah,PNP,0.256160344480763,0.344624373107521,0.227355952253826
GO:0009164,nucleoside catabolic process,Pnp,AICDA,0.256160344480763,0.344624373107521,0.227355952253826
GO:0009164,nucleoside catabolic process,Pnp,PNP,0.256160344480763,0.344624373107521,0.227355952253826
GO:0009164,nucleoside catabolic process,Pnp2,AICDA,0.256160344480763,0.344624373107521,0.227355952253826
GO:0009164,nucleoside catabolic process,Pnp2,PNP,0.256160344480763,0.344624373107521,0.227355952253826
GO:0009164,nucleoside catabolic process,Aicda,AICDA,0.256160344480763,0.344624373107521,0.227355952253826
GO:0009164,nucleoside catabolic process,Aicda,PNP,0.256160344480763,0.344624373107521,0.227355952253826
GO:0009167,purine ribonucleoside monophosphate metabolic process,Urah,PNP,0.636933273228623,0.68993572581191,0.401453959466698
GO:0009167,purine ribonucleoside monophosphate metabolic process,Urah,DLG2,0.636933273228623,0.68993572581191,0.401453959466698
GO:0009167,purine ribonucleoside monophosphate metabolic process,Pnp,PNP,0.636933273228623,0.68993572581191,0.401453959466698
GO:0009167,purine ribonucleoside monophosphate metabolic process,Pnp,DLG2,0.636933273228623,0.68993572581191,0.401453959466698
GO:0009169,purine ribonucleoside monophosphate catabolic process,Urah,PNP,0.310432965897836,0.419493772677263,0.25965716861583
GO:0009169,purine ribonucleoside monophosphate catabolic process,Pnp,PNP,0.310432965897836,0.419493772677263,0.25965716861583
GO:0009170,purine deoxyribonucleoside monophosphate metabolic process,Urah,PNP,0.310432965897836,0.419493772677263,0.25965716861583
GO:0009170,purine deoxyribonucleoside monophosphate metabolic process,Pnp,PNP,0.310432965897836,0.419493772677263,0.25965716861583
GO:0009187,cyclic nucleotide metabolic process,Adcy8,PDE8A,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009187,cyclic nucleotide metabolic process,Adcy8,ADCY8,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009187,cyclic nucleotide metabolic process,Adcy8,RORA,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009187,cyclic nucleotide metabolic process,Adcy8,PDE7B,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009187,cyclic nucleotide metabolic process,Adcy8,PDE4B,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009187,cyclic nucleotide metabolic process,Rora,PDE8A,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009187,cyclic nucleotide metabolic process,Rora,ADCY8,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009187,cyclic nucleotide metabolic process,Rora,RORA,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009187,cyclic nucleotide metabolic process,Rora,PDE7B,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009187,cyclic nucleotide metabolic process,Rora,PDE4B,0.269135878879376,0.36593776272027,0.192010926719289
GO:0009190,cyclic nucleotide biosynthetic process,Adcy8,ADCY8,0.712759393891371,0.752760730810001,0.430619253520447
GO:0009208,pyrimidine ribonucleoside triphosphate metabolic process,Nme9,NME9,0.603668129973594,0.663852753979595,0.384428034840708
GO:0009209,pyrimidine ribonucleoside triphosphate biosynthetic process,Nme9,NME9,0.535029295653796,0.613717909292581,0.357091892058789
GO:0009218,pyrimidine ribonucleotide metabolic process,Nme9,NME9,0.805626746958715,0.825682714628186,0.472022099191436
GO:0009220,pyrimidine ribonucleotide biosynthetic process,Nme9,NME9,0.677397676969038,0.719717751322751,0.416558102102118
GO:0009225,nucleotide-sugar metabolic process,Gmppb,GMPPB,0.432933901639018,0.54844769907811,0.313157298990287
GO:0009225,nucleotide-sugar metabolic process,Gmppb,SLC35A3,0.432933901639018,0.54844769907811,0.313157298990287
GO:0009225,nucleotide-sugar metabolic process,Gmppb,B4GALNT2,0.432933901639018,0.54844769907811,0.313157298990287
GO:0009225,nucleotide-sugar metabolic process,B4galnt2,GMPPB,0.432933901639018,0.54844769907811,0.313157298990287
GO:0009225,nucleotide-sugar metabolic process,B4galnt2,SLC35A3,0.432933901639018,0.54844769907811,0.313157298990287
GO:0009225,nucleotide-sugar metabolic process,B4galnt2,B4GALNT2,0.432933901639018,0.54844769907811,0.313157298990287
GO:0009226,nucleotide-sugar biosynthetic process,Gmppb,GMPPB,0.624144556421362,0.679809219691272,0.393285991606233
GO:0009235,cobalamin metabolic process,Mtr,TCN2,0.280602892678928,0.395246785509797,0.21745404039873
GO:0009235,cobalamin metabolic process,Mtr,MTR,0.280602892678928,0.395246785509797,0.21745404039873
GO:0009247,glycolipid biosynthetic process,Gpaa1,GPAA1,0.819065127846266,0.839694870517455,0.476356452027353
GO:0009247,glycolipid biosynthetic process,Gpaa1,ST3GAL1,0.819065127846266,0.839694870517455,0.476356452027353
GO:0009247,glycolipid biosynthetic process,Gpaa1,PRKAA1,0.819065127846266,0.839694870517455,0.476356452027353
GO:0009247,glycolipid biosynthetic process,St3gal1,GPAA1,0.819065127846266,0.839694870517455,0.476356452027353
GO:0009247,glycolipid biosynthetic process,St3gal1,ST3GAL1,0.819065127846266,0.839694870517455,0.476356452027353
GO:0009247,glycolipid biosynthetic process,St3gal1,PRKAA1,0.819065127846266,0.839694870517455,0.476356452027353
GO:0009250,glucan biosynthetic process,Cd36,IGF1,0.223627382547346,0.33372427377042,0.203550296712721
GO:0009250,glucan biosynthetic process,Cd36,PPP1R3B,0.223627382547346,0.33372427377042,0.203550296712721
GO:0009250,glucan biosynthetic process,Cd36,GSK3B,0.223627382547346,0.33372427377042,0.203550296712721
GO:0009250,glucan biosynthetic process,Cd36,AKT1,0.223627382547346,0.33372427377042,0.203550296712721
GO:0009250,glucan biosynthetic process,Ppp1r3b,IGF1,0.223627382547346,0.33372427377042,0.203550296712721
