GO_term,description,source,sink,avg_pvalue,avg_pvalue_adj,avg_qvalue
Rims1,Septin5,GO:0016081,synaptic vesicle docking,0.00265343148559302,0.00786177596102684,0.00358261645605603
Uchl1,Lrrk2,GO:0051646,mitochondrion localization,0.0242514072581279,0.0487881251898809,0.0222327806124049
Plau,Nos3,GO:0030728,ovulation,0.000386787962902,0.00157692503948806,0.000718605773611847
Comt,Mtr,GO:0050667,homocysteine metabolic process,1.62010446823902e-05,0.000105624457978328,4.81331347002327e-05
Il6ra,Zap70,GO:0043368,positive T cell selection,0.00876544909514296,0.0209593339330526,0.00955118220472924
Cyp2d22,Tet2,GO:0070989,oxidative demethylation,0.00597225186898746,0.0154735616605584,0.00705131218616838
Fcer1g,Grn,GO:0042119,neutrophil activation,0.00776644911718949,0.0193595160209826,0.00882214413408359
Myo1c,Jcad,GO:1900746,regulation of vascular endothelial growth factor signaling pathway,0.000296925336629957,0.00126304061103788,0.000575568433926772
Shank2,Map2k3,GO:0035331,negative regulation of hippo signaling,0.0140055352980387,0.0309882176557344,0.0141213510875448
Fbxl7,Fbxl13,GO:0031146,SCF-dependent proteasomal ubiquitin-dependent protein catabolic process,0.0735826925319416,0.121220042610424,0.0552400528344737
Slc6a4,Grn,GO:0019098,reproductive behavior,0.353312580072669,0.437891031628686,0.19954722999603
Aicda,Pik3c2g,GO:0039694,viral RNA genome replication,0.166250940974927,0.22986893526866,0.104751424399788
Limk2,Tacc2,GO:0030953,astral microtubule organization,0.0176181453993575,0.037312314301187,0.0170032460720882
Pnp,Slc16a9,GO:0046415,urate metabolic process,0.000660359749606048,0.00245786884414938,0.00112005244254338
Camk1,Arntl,GO:1901985,positive regulation of protein acetylation,0.0392172412750855,0.0718882661658152,0.0327595299891179
Akt1,Pik3cg,GO:0050995,negative regulation of lipid catabolic process,0.00119504278484715,0.00402494713973563,0.00183417104850812
Crhr1,Rapgef2,GO:0019933,cAMP-mediated signaling,0.0793660730570381,0.128762794048895,0.0586772896065931
Nek10,App,GO:1902749,regulation of cell cycle G2/M phase transition,0.390063932054402,0.464420396526056,0.211636678960385
Il1rap,Havcr2,GO:0032753,positive regulation of interleukin-4 production,0.00504684326727194,0.0134485115559317,0.00612849552678521
Abcc2,Ptgs2,GO:0015732,prostaglandin transport,0.00422774649319413,0.0116335920743756,0.00530143553000168
Hecw1,Kcnq1,GO:2000649,regulation of sodium ion transmembrane transporter activity,0.118579910341308,0.176279374911259,0.0803306266359007
Wwox,Tgfb2,GO:2001241,positive regulation of extrinsic apoptotic signaling pathway in absence of ligand,0.000238676980433955,0.00104727399405955,0.000477243445210972
Rab21,Sorl1,GO:1903651,positive regulation of cytoplasmic transport,0.00196350162697614,0.00606107963122133,0.00276203795884351
Aldh1a2,Sall1,GO:0035136,forelimb morphogenesis,0.0151684930147672,0.0330964020026911,0.0150820520756229
Tlr4,Spi1,GO:0045346,regulation of MHC class II biosynthetic process,0.000483651787271684,0.00190563261805203,0.000868398032515112
Hsd11b1,Cyp46a1,GO:0006706,steroid catabolic process,0.00597225186898746,0.0154735616605584,0.00705131218616838
Myo1c,Echdc3,GO:1900078,positive regulation of cellular response to insulin stimulus,0.00174685629875519,0.00549103726263119,0.00250226927801564
Efna5,Lrp1,GO:0048672,positive regulation of collateral sprouting,9.61809023555503e-06,6.71695099880943e-05,3.06091897074533e-05
Urah,Pnp2,GO:0009164,nucleoside catabolic process,0.0146455961035057,0.0320724085911019,0.0146154176070958
Erbb4,Tnf,GO:2000010,positive regulation of protein localization to cell surface,0.000386787962902,0.00157692503948806,0.000718605773611847
Clu,Trem2,GO:0061517,macrophage proliferation,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Oga,Erbb3,GO:0046326,positive regulation of glucose import,0.0123102845987021,0.027982169891087,0.0127514931517929
Nck2,Cdk5r1,GO:0048013,ephrin receptor signaling pathway,0.0159724682278631,0.0346862200086214,0.0158065331824892
Crhr1,Fcer1g,GO:0043304,regulation of mast cell degranulation,0.0276131375048097,0.0540787395177638,0.0246437170277494
Erbb4,Vdr,GO:0007595,lactation,0.0484988280685495,0.0860811049793206,0.039227215934823
Mmp12,Trem2,GO:0001961,positive regulation of cytokine-mediated signaling pathway,0.0337070213421667,0.0634990628683877,0.0289365645503219
Tyw1,Pus1,GO:0006400,tRNA modification,0.50184862856362,0.552837114292889,0.251928235172647
Pnp,Oard1,GO:0042278,purine nucleoside metabolic process,0.0179748271088089,0.0378533920641173,0.0172498155631408
Clu,Xrcc1,GO:2001021,negative regulation of response to DNA damage stimulus,0.119021007408115,0.176715636154196,0.0805294311701223
Bdnf,Cycs,GO:0019646,aerobic electron transport chain,0.243515327061761,0.316765753632828,0.144350361458498
Apob,Ppara,GO:0010743,regulation of macrophage derived foam cell differentiation,0.000296925336629957,0.00126304061103788,0.000575568433926772
Spi1,F2,GO:0002446,neutrophil mediated immunity,0.0334598967041381,0.0631129788131947,0.0287606257934287
Dcn,Abca7,GO:0018149,peptide cross-linking,0.0366500008818577,0.0679388520492652,0.0309597793887607
Iqgap2,Fmn2,GO:0045010,actin nucleation,0.0392172412750855,0.0718882661658152,0.0327595299891179
Nme9,Mapk1,GO:0072527,pyrimidine-containing compound metabolic process,0.243515327061761,0.316765753632828,0.144350361458498
Bloc1s3,Nectin2,GO:0033363,secretory granule organization,0.12495091782065,0.18190981346548,0.0828964211738221
Dcn,Oga,GO:1904181,positive regulation of membrane depolarization,9.61809023555503e-06,6.71695099880943e-05,3.06091897074533e-05
Cep295nl,Plk2,GO:0046599,regulation of centriole replication,0.0146455961035057,0.0320724085911019,0.0146154176070958
Lrp2,Ager,GO:0045056,transcytosis,0.000386787962902,0.00157692503948806,0.000718605773611847
Rest,Rap1a,GO:1903306,negative regulation of regulated secretory pathway,0.000629125037101383,0.00237709175950238,0.00108324227214891
Fyn,Myo1c,GO:0090314,positive regulation of protein targeting to membrane,0.00174685629875519,0.00549103726263119,0.00250226927801564
Psen2,Srcin1,GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,0.0392172412750855,0.0718882661658152,0.0327595299891179
Arg2,Dock4,GO:0045932,negative regulation of muscle contraction,0.0094534823690817,0.0223809699283837,0.0101990226591817
Pik3cg,Arhgap24,GO:0035020,regulation of Rac protein signal transduction,0.0260515846611557,0.0516818045054168,0.0235514321722789
Pde8a,Trp53,GO:0036474,cell death in response to hydrogen peroxide,0.00601824920881534,0.015538922137515,0.0070810969983382
Pip4k2a,Lrrk2,GO:2000785,regulation of autophagosome assembly,0.0334598967041381,0.0631129788131947,0.0287606257934287
Il6,Cdk1,GO:0031100,animal organ regeneration,0.0295436425380546,0.0574086690228106,0.0261611680847913
Ccdc66,Cdk5rap2,GO:0001578,microtubule bundle formation,0.651340136588746,0.678196019047259,0.309054370197678
Igf1,Gapdh,GO:1905288,vascular associated smooth muscle cell apoptotic process,0.00265343148559302,0.00786177596102684,0.00358261645605603
Cfh,Trp53,GO:0000002,mitochondrial genome maintenance,0.0789837894846804,0.128351338600546,0.058489789089217
Camk1,Tyrobp,GO:0060143,positive regulation of syncytium formation by plasma membrane fusion,0.114714934155617,0.170915827961506,0.0778864547769884
Creb3l1,Agt,GO:0070278,extracellular matrix constituent secretion,0.0216994310122023,0.0443851997976865,0.0202263646266202
Chrna7,Chat,GO:0042136,neurotransmitter biosynthetic process,0.110150741621616,0.165391918867378,0.075369205783824
Cd36,P2rx7,GO:0060907,positive regulation of macrophage cytokine production,0.0094534823690817,0.0223809699283837,0.0101990226591817
Ube2i,Sumo1,GO:0016925,protein sumoylation,0.0136874152075154,0.0306469061043695,0.0139658151899787
Snx30,Sorl1,GO:0032456,endocytic recycling,0.278499700072071,0.35562635052941,0.16205916092366
Ncapd2,Cdk1,GO:0030261,chromosome condensation,0.319668369408678,0.400396256491527,0.18246083640145
Camk1,Trem2,GO:0060143,positive regulation of syncytium formation by plasma membrane fusion,0.114714934155617,0.170915827961506,0.0778864547769884
Ddah1,Otc,GO:0006525,arginine metabolic process,0.00861757615456956,0.0206801095770244,0.00942393948275429
Il18,Sh3rf1,GO:0043370,regulation of CD4-positive alpha-beta T cell differentiation,0.205610620317821,0.273583717786163,0.124672279432607
Traf2,Tlr2,GO:0007252,I-kappaB phosphorylation,0.000224291459940297,0.00099215401902637,0.000452125236476687
Ern1,Hspa5,GO:0036498,IRE1-mediated unfolded protein response,0.140068250018392,0.198792619483062,0.0905899269367479
Tmed10,App,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Serpina3n,F2,GO:0006953,acute-phase response,0.00876544909514296,0.0209593339330526,0.00955118220472924
Akt1,Plcg2,GO:0007252,I-kappaB phosphorylation,0.000224291459940297,0.00099215401902637,0.000452125236476687
Dpp4,Il6,GO:0010715,regulation of extracellular matrix disassembly,0.0312714954832356,0.059681090710193,0.0271967121365009
Fcer1g,Bcl2,GO:0033033,negative regulation of myeloid cell apoptotic process,0.000496562059061707,0.00194370433190603,0.000885747337460935
Gsk3b,Rptor,GO:0010800,positive regulation of peptidyl-threonine phosphorylation,0.00174685629875519,0.00549103726263119,0.00250226927801564
Ace,Nr3c2,GO:0035812,renal sodium excretion,0.00816904469069394,0.0198908594279102,0.00906427767272836
Insig1,Aup1,GO:0032527,protein exit from endoplasmic reticulum,0.00985312578901366,0.0232434356998649,0.0105920488762872
Notch1,Spi1,GO:1903306,negative regulation of regulated secretory pathway,0.000629125037101383,0.00237709175950238,0.00108324227214891
Ret,Igf1,GO:0048799,animal organ maturation,0.0614090403544442,0.105673693651912,0.0481555714289413
Hspa5,Abca1,GO:0071806,protein transmembrane transport,0.263022751811721,0.337809263861191,0.153939902856148
Notch1,Efna5,GO:0048013,ephrin receptor signaling pathway,0.0159724682278631,0.0346862200086214,0.0158065331824892
Grid2ip,Grm3,GO:0007216,G protein-coupled glutamate receptor signaling pathway,0.000345020000917644,0.00143398937881396,0.000653469899398842
Mgat4b,Abca2,GO:0060049,regulation of protein glycosylation,0.0312714954832356,0.059681090710193,0.0271967121365009
Grm3,Homer2,GO:0007216,G protein-coupled glutamate receptor signaling pathway,0.000345020000917644,0.00143398937881396,0.000653469899398842
Erbb4,Tph1,GO:0060749,mammary gland alveolus development,0.0146455961035057,0.0320724085911019,0.0146154176070958
Abcg8,Abcg2,GO:1904478,regulation of intestinal absorption,0.0490883888405321,0.0865627599324056,0.0394467064124984
Rbck1,Traf2,GO:0097300,programmed necrotic cell death,0.0553322377834072,0.0968817508583723,0.0441490773379137
Ptk2b,Iapp,GO:0045638,negative regulation of myeloid cell differentiation,0.221009183827567,0.290775987075838,0.13250680781137
Abcc2,Kcnq1,GO:0030644,cellular chloride ion homeostasis,0.00449592119578515,0.0121591000256548,0.00554090984768441
Notch1,Lrp2,GO:0060982,coronary artery morphogenesis,3.48467045943055e-05,0.000204267901074357,9.30850163450131e-05
Dscaml1,Tgfb2,GO:0048704,embryonic skeletal system morphogenesis,0.529709797696005,0.577786247350207,0.263297571452207
Stk3,Ppara,GO:0097284,hepatocyte apoptotic process,0.000386787962902,0.00157692503948806,0.000718605773611847
Mc1r,Slc11a2,GO:0046148,pigment biosynthetic process,0.196416976770156,0.264288580478729,0.120436479271932
Fcrl5,Gsto1,GO:0051284,positive regulation of sequestering of calcium ion,0.000660359749606048,0.00245786884414938,0.00112005244254338
Fgf10,Flt4,GO:0048010,vascular endothelial growth factor receptor signaling pathway,0.0596201192462856,0.102920800025676,0.0469010759999168
Vdr,Trp53,GO:0009299,mRNA transcription,0.0837948433112625,0.133558491935528,0.0608626922754169
Fat1,Dlg2,GO:0045197,establishment or maintenance of epithelial cell apical/basal polarity,0.0184564572026534,0.0387721643937806,0.017668500715699
Il6,Gsk3b,GO:0035729,cellular response to hepatocyte growth factor stimulus,0.000483651787271684,0.00190563261805203,0.000868398032515112
Sod1,Fyn,GO:0050665,hydrogen peroxide biosynthetic process,0.0124079411907271,0.0280837001482556,0.0127977605565018
Rarb,Zswim6,GO:0021756,striatum development,0.203842791378912,0.271412481958351,0.123682845843396
Il33,Tyrobp,GO:0002281,macrophage activation involved in immune response,0.000166405518829655,0.000777468407646751,0.000354292862720438
Pparg,Oga,GO:0014745,negative regulation of muscle adaptation,0.0176181453993575,0.037312314301187,0.0170032460720882
Erbb4,Htr2a,GO:1903727,positive regulation of phospholipid metabolic process,0.00088126984327038,0.0031117404200432,0.00141802214805996
Fut2,Slc35c1,GO:0036065,fucosylation,0.124892626723185,0.18190981346548,0.0828964211738221
Apoc2,Abca7,GO:0033700,phospholipid efflux,0.000345020000917644,0.00143398937881396,0.000653469899398842
Inpp5d,Cldn18,GO:0045779,negative regulation of bone resorption,0.000120993913243698,0.000586355118027151,0.000267202411433557
Marcks,Myo1c,GO:1900078,positive regulation of cellular response to insulin stimulus,0.00174685629875519,0.00549103726263119,0.00250226927801564
Atg13,Zdhhc3,GO:0006497,protein lipidation,0.42759429247828,0.492713099823355,0.224529682388834
Hspa5,Ppid,GO:0061077,chaperone-mediated protein folding,0.151935270564429,0.214111748134708,0.0975708638995785
Notch1,Stk3,GO:0003157,endocardium development,0.0176181453993575,0.037312314301187,0.0170032460720882
Angpt4,Col12a1,GO:0007492,endoderm development,0.124564537191823,0.18190981346548,0.0828964211738221
Postn,Pemt,GO:0033273,response to vitamin,0.00457554961729879,0.0123409934472885,0.00562379879908976
Xrcc3,Xrcc1,GO:0000722,telomere maintenance via recombination,0.00449592119578515,0.0121591000256548,0.00554090984768441
Top1,Trp53,GO:0009303,rRNA transcription,0.234907851190356,0.307843987163189,0.140284706633219
Pilrb1,Cd44,GO:1902106,negative regulation of leukocyte differentiation,0.382123598706103,0.461649119551076,0.210373806227294
Lamb2,Ctnna1,GO:2001044,regulation of integrin-mediated signaling pathway,0.00288063467220185,0.00839775865227866,0.00382686411960674
Notch1,Fnip1,GO:0002320,lymphoid progenitor cell differentiation,0.0198453116664569,0.0413991600989002,0.0188656243795894
Itgax,Vegfa,GO:1905332,positive regulation of morphogenesis of an epithelium,0.0987701250026533,0.151535298164799,0.06905473465154
G6pdx,Trp73,GO:0055022,negative regulation of cardiac muscle tissue growth,0.0509800141280981,0.089608042454234,0.0408344436528023
Plpp4,Serpine1,GO:0090279,regulation of calcium ion import,0.0789837894846804,0.128351338600546,0.058489789089217
Abca2,Htr2a,GO:0071071,regulation of phospholipid biosynthetic process,0.00187450118627052,0.00585842798946688,0.00266968947292946
Ghrl,Adam17,GO:1905564,positive regulation of vascular endothelial cell proliferation,0.0104015716660687,0.0242419806936999,0.0110470864841712
Trp53,Mrpl39,GO:0000002,mitochondrial genome maintenance,0.0789837894846804,0.128351338600546,0.058489789089217
Map3k20,Trp53,GO:0071479,cellular response to ionizing radiation,0.113603464054099,0.170106763163318,0.077517763418398
Adam10,P2rx7,GO:0046931,pore complex assembly,0.253416245415939,0.326662982729786,0.148860535242119
Serpina3n,Ptgs2,GO:0006953,acute-phase response,0.00876544909514296,0.0209593339330526,0.00955118220472924
Reg2,Bcl11a,GO:1903859,regulation of dendrite extension,0.00208616854540982,0.00640293268937322,0.0029178206214072
Ptn,Slc25a27,GO:0045837,negative regulation of membrane potential,0.00115279696113705,0.00390022035749307,0.00177733297212585
Picalm,Sorl1,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Bcl2,Pnp,GO:0070233,negative regulation of T cell apoptotic process,0.00208616854540982,0.00640293268937322,0.0029178206214072
Gstp1,Ager,GO:0071605,monocyte chemotactic protein-1 production,0.0295436425380546,0.0574086690228106,0.0261611680847913
Akap6,Igf1,GO:0061050,regulation of cell growth involved in cardiac muscle cell development,0.00247293409581153,0.00741137234022634,0.00337736723097682
Reg2,Serpinb1a,GO:0044342,type B pancreatic cell proliferation,0.0224602514614466,0.0456605315885727,0.0208075341592564
Clu,Snca,GO:0061684,chaperone-mediated autophagy,0.0959149575874221,0.147913697000335,0.0674043686282142
Angpt4,Nanog,GO:0007492,endoderm development,0.124564537191823,0.18190981346548,0.0828964211738221
Cd44,Rxra,GO:0060442,branching involved in prostate gland morphogenesis,0.00349285384365679,0.00985607272715034,0.00449141879893533
Mmp12,Vegfa,GO:1901163,regulation of trophoblast cell migration,0.155610643523414,0.216588302671542,0.0986994314245203
Il6,Cldn18,GO:0045779,negative regulation of bone resorption,0.000120993913243698,0.000586355118027151,0.000267202411433557
Il33,Ptk2b,GO:0006968,cellular defense response,0.155610643523414,0.216588302671542,0.0986994314245203
Notch1,Ryr2,GO:0003214,cardiac left ventricle morphogenesis,0.055915474224261,0.0970574574339333,0.0442291469395104
Ace,Ctnna1,GO:0016264,gap junction assembly,0.00449592119578515,0.0121591000256548,0.00554090984768441
Rac1,Robo1,GO:0021889,olfactory bulb interneuron differentiation,0.0198453116664569,0.0413991600989002,0.0188656243795894
Fcgr2b,Il10,GO:0030889,negative regulation of B cell proliferation,0.00187450118627052,0.00585842798946688,0.00266968947292946
Lepr,Tsku,GO:0097009,energy homeostasis,0.330642991426917,0.413562863885078,0.18846086801675
Ppard,Serpine1,GO:0051546,keratinocyte migration,0.000224291459940297,0.00099215401902637,0.000452125236476687
Ret,Sirt2,GO:1903431,positive regulation of cell maturation,0.00097278616313472,0.00336154771719223,0.00153185949703119
Camk2a,Unc13c,GO:0016081,synaptic vesicle docking,0.00265343148559302,0.00786177596102684,0.00358261645605603
Mmp3,Dag1,GO:0051898,negative regulation of protein kinase B signaling,0.0136874152075154,0.0306469061043695,0.0139658151899787
Mapt,Spred2,GO:0090311,regulation of protein deacetylation,0.0708110396814941,0.117100925058024,0.053362968267219
Ryr2,Slc11a2,GO:0006828,manganese ion transport,0.220279159951651,0.28994298929198,0.13212721017553
Exoc4,Usp8,GO:0000281,mitotic cytokinesis,0.119021007408115,0.176715636154196,0.0805294311701223
Plec,Abcd2,GO:0043217,myelin maintenance,0.00088126984327038,0.0031117404200432,0.00141802214805996
Tlr4,Ngfr,GO:0016048,detection of temperature stimulus,0.0332991203639086,0.0629684787924148,0.0286947770392906
Grn,Cln5,GO:0035751,regulation of lysosomal lumen pH,0.00088126984327038,0.0031117404200432,0.00141802214805996
Akt1,Htr6,GO:0032891,negative regulation of organic acid transport,0.0014510838656689,0.00469699131207592,0.00214042201813107
Trem2,Trim56,GO:0001961,positive regulation of cytokine-mediated signaling pathway,0.0337070213421667,0.0634990628683877,0.0289365645503219
Otc,Aldh4a1,GO:0009064,glutamine family amino acid metabolic process,0.0628141195957806,0.107689059232526,0.0490739748443871
Sema3a,Nrp1,GO:0021612,facial nerve structural organization,3.48467045943055e-05,0.000204267901074357,9.30850163450131e-05
Hcn1,Cfh,GO:0042462,eye photoreceptor cell development,0.0512284938494612,0.089991938857947,0.0410093854954827
Ppara,G6pd2,GO:0061050,regulation of cell growth involved in cardiac muscle cell development,0.00247293409581153,0.00741137234022634,0.00337736723097682
Trf,Plekhm1,GO:0045780,positive regulation of bone resorption,0.0295436425380546,0.0574086690228106,0.0261611680847913
Snx30,Grn,GO:0044090,positive regulation of vacuole organization,0.055915474224261,0.0970574574339333,0.0442291469395104
Snca,Slc4a8,GO:0001956,positive regulation of neurotransmitter secretion,0.055915474224261,0.0970574574339333,0.0442291469395104
Notch3,Tgfb2,GO:0048663,neuron fate commitment,0.482742552114095,0.539233701829574,0.245729151200884
Htr6,Ngfr,GO:0032222,regulation of synaptic transmission cholinergic,0.000483651787271684,0.00190563261805203,0.000868398032515112
Smc2,Xrcc1,GO:0000012,single strand break repair,0.00196350162697614,0.00606107963122133,0.00276203795884351
Hfe,Trf,GO:0071281,cellular response to iron ion,0.000101681597225435,0.000506714703908602,0.000230910222543585
Trip4,Adam10,GO:1901998,toxin transport,0.0123102845987021,0.027982169891087,0.0127514931517929
Esr1,Esr2,GO:0071392,cellular response to estradiol stimulus,0.00422774649319413,0.0116335920743756,0.00530143553000168
Akt1,Sod1,GO:0043217,myelin maintenance,0.00088126984327038,0.0031117404200432,0.00141802214805996
Igf1,Gigyf1,GO:0048009,insulin-like growth factor receptor signaling pathway,0.00457554961729879,0.0123409934472885,0.00562379879908976
Cacna1g,Kcnq1,GO:0086019,cell-cell signaling involved in cardiac conduction,0.0094534823690817,0.0223809699283837,0.0101990226591817
Klf16,Lrrk2,GO:1903350,response to dopamine,0.0452677528545687,0.0809221926029253,0.0368762961850555
Lrrk2,Tmem175,GO:0035751,regulation of lysosomal lumen pH,0.00088126984327038,0.0031117404200432,0.00141802214805996
Iqgap2,Nrp1,GO:2000249,regulation of actin cytoskeleton reorganization,0.00876544909514296,0.0209593339330526,0.00955118220472924
Snx30,Scfd1,GO:2000785,regulation of autophagosome assembly,0.0334598967041381,0.0631129788131947,0.0287606257934287
Pparg,Gsk3b,GO:0010614,negative regulation of cardiac muscle hypertrophy,0.00340490572476616,0.00972122028173257,0.00442996645121032
Clu,Il34,GO:0061517,macrophage proliferation,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Aicda,Msh2,GO:0016446,somatic hypermutation of immunoglobulin genes,0.0216994310122023,0.0443851997976865,0.0202263646266202
Ace,Hmox1,GO:0031100,animal organ regeneration,0.0295436425380546,0.0574086690228106,0.0261611680847913
Pdcd1lg2,Prnp,GO:0032689,negative regulation of interferon-gamma production,0.00876544909514296,0.0209593339330526,0.00955118220472924
Galnt13,Galnt10,GO:0006493,protein O-linked glycosylation,0.33305988982054,0.415890557182544,0.189521599377386
Nrxn1,Mc1r,GO:0010738,regulation of protein kinase A signaling,0.000386787962902,0.00157692503948806,0.000718605773611847
Fgf1,Srebf2,GO:0010893,positive regulation of steroid biosynthetic process,0.0014510838656689,0.00469699131207592,0.00214042201813107
Akap6,Sirt2,GO:0071871,response to epinephrine,3.48467045943055e-05,0.000204267901074357,9.30850163450131e-05
Esr1,Vdr,GO:0060444,branching involved in mammary gland duct morphogenesis,0.00816904469069394,0.0198908594279102,0.00906427767272836
Htr2c,Chrna7,GO:0032222,regulation of synaptic transmission cholinergic,0.000483651787271684,0.00190563261805203,0.000868398032515112
Trem2,Fgf10,GO:0070341,fat cell proliferation,2.5990939466577e-05,0.000159217781686247,7.25556474254173e-05
Ahcyl1,Src,GO:0038166,angiotensin-activated signaling pathway,5.95526776692094e-05,0.000323139416002011,0.000147254843575819
Slc7a9,Abcg2,GO:0072348,sulfur compound transport,0.632030539927446,0.660157553484426,0.300834229622855
Trem2,Lamp1,GO:0048102,autophagic cell death,0.0262510753043387,0.0516818045054168,0.0235514321722789
Cd34,Rap1a,GO:2001214,positive regulation of vasculogenesis,0.0108562360850513,0.0249840963255669,0.0113852690638076
Vdr,Wnt7b,GO:0060561,apoptotic process involved in morphogenesis,0.0108702734890186,0.0249840963255669,0.0113852690638076
Npas4,Gabra2,GO:1904862,inhibitory synapse assembly,0.0367562243835457,0.0679388520492652,0.0309597793887607
Map3k20,Brca2,GO:1901976,regulation of cell cycle checkpoint,0.068746292014901,0.115370731466121,0.0525745179138582
Slc6a3,Wnt7b,GO:0060033,anatomical structure regression,0.00861757615456956,0.0206801095770244,0.00942393948275429
Il34,Spi1,GO:0030225,macrophage differentiation,0.0151684930147672,0.0330964020026911,0.0150820520756229
Uchl1,Src,GO:0002176,male germ cell proliferation,0.0140055352980387,0.0309882176557344,0.0141213510875448
Mrpl11,Mrpl39,GO:0032543,mitochondrial translation,0.835305601828588,0.841492009248292,0.383468459915108
Nfib,Cdk5r1,GO:0048857,neural nucleus development,0.00422774649319413,0.0116335920743756,0.00530143553000168
Cd36,Igf1,GO:0045725,positive regulation of glycogen biosynthetic process,0.0367562243835457,0.0679388520492652,0.0309597793887607
Atg13,Pemt,GO:0050746,regulation of lipoprotein metabolic process,0.00861757615456956,0.0206801095770244,0.00942393948275429
Vegfa,App,GO:0030225,macrophage differentiation,0.0151684930147672,0.0330964020026911,0.0150820520756229
Clock,Rarb,GO:0002068,glandular epithelial cell development,0.091937950372692,0.144840387728497,0.0660038595795694
Plau,Lims2,GO:2000345,regulation of hepatocyte proliferation,0.00350802220197558,0.00986167819578387,0.00449397321466403
Map3k12,Tnf,GO:0043507,positive regulation of JUN kinase activity,0.0363953419417916,0.0679388520492652,0.0309597793887607
Lrrk2,Synj1,GO:1903423,positive regulation of synaptic vesicle recycling,0.0312714954832356,0.059681090710193,0.0271967121365009
Notch1,Ngfr,GO:0031069,hair follicle morphogenesis,0.00457554961729879,0.0123409934472885,0.00562379879908976
Rapgef2,Pde7b,GO:0019933,cAMP-mediated signaling,0.0793660730570381,0.128762794048895,0.0586772896065931
Ptpro,Ccl22,GO:0002548,monocyte chemotaxis,0.12495091782065,0.18190981346548,0.0828964211738221
Arg2,Gsk3b,GO:0032769,negative regulation of monooxygenase activity,0.0216994310122023,0.0443851997976865,0.0202263646266202
Fto,Trem2,GO:0070341,fat cell proliferation,2.5990939466577e-05,0.000159217781686247,7.25556474254173e-05
Trip4,Scfd1,GO:1901998,toxin transport,0.0123102845987021,0.027982169891087,0.0127514931517929
Nr1h3,Ptgs2,GO:0045723,positive regulation of fatty acid biosynthetic process,0.00597225186898746,0.0154735616605584,0.00705131218616838
Ndufaf6,Ndufaf7,GO:0010257,NADH dehydrogenase complex assembly,0.0421742659095942,0.0763730654974044,0.0348032559827243
Apoe,Tyrobp,GO:1900272,negative regulation of long-term synaptic potentiation,5.38073235002035e-06,4.0304985124996e-05,1.83670081271362e-05
Tnf,Ngfr,GO:0051797,regulation of hair follicle development,0.0124079411907271,0.0280837001482556,0.0127977605565018
Pkhd1,Dag1,GO:0051898,negative regulation of protein kinase B signaling,0.0136874152075154,0.0306469061043695,0.0139658151899787
Spi1,Tusc2,GO:0002446,neutrophil mediated immunity,0.0334598967041381,0.0631129788131947,0.0287606257934287
Trem2,Gsk3b,GO:0045672,positive regulation of osteoclast differentiation,0.0179748271088089,0.0378533920641173,0.0172498155631408
Arntl2,Clock,GO:0042753,positive regulation of circadian rhythm,0.000975045419723595,0.00336154771719223,0.00153185949703119
Ppp3r1,Sirt2,GO:0099149,regulation of postsynaptic neurotransmitter receptor internalization,0.000386787962902,0.00157692503948806,0.000718605773611847
Apoe,Trem2,GO:0034384,high-density lipoprotein particle clearance,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Bin1,Sorl1,GO:1902959,regulation of aspartic-type endopeptidase activity involved in amyloid precursor protein catabolic process,2.79526587465721e-06,2.26689244713054e-05,1.03302437330436e-05
Spry2,Tcf7l2,GO:0040037,negative regulation of fibroblast growth factor receptor signaling pathway,0.00861757615456956,0.0206801095770244,0.00942393948275429
Adgrb3,App,GO:0016322,neuron remodeling,0.0367562243835457,0.0679388520492652,0.0309597793887607
Pnp,Abcg2,GO:0046415,urate metabolic process,0.000660359749606048,0.00245786884414938,0.00112005244254338
Cntnap2,Clic5,GO:0002021,response to dietary excess,0.0110334455701005,0.0252911419904448,0.0115251899744524
Loxl3,Cldn18,GO:1902106,negative regulation of leukocyte differentiation,0.382123598706103,0.461649119551076,0.210373806227294
Notch1,Mmp9,GO:0035850,epithelial cell differentiation involved in kidney development,0.00876544909514296,0.0209593339330526,0.00955118220472924
Tet2,Mapk1,GO:0009112,nucleobase metabolic process,0.0179748271088089,0.0378533920641173,0.0172498155631408
Psen2,Il18,GO:0050732,negative regulation of peptidyl-tyrosine phosphorylation,0.0392172412750855,0.0718882661658152,0.0327595299891179
Fus,Tnfsfm13,GO:0045911,positive regulation of DNA recombination,0.113603464054099,0.170106763163318,0.077517763418398
App,Apod,GO:2000404,regulation of T cell migration,0.0640917275497402,0.109253486011163,0.0497868851523413
Gstp1,Gstp2,GO:0071605,monocyte chemotactic protein-1 production,0.0295436425380546,0.0574086690228106,0.0261611680847913
